contractSymbol,strike,bid,ask,lastPrice,lastTradeDate,impliedVolatility,volume,openInterest,Current Stock Price,Expiry,MarketMid,IV Used,BS_IV,BS_IV - Mid,BS_IV MidEdge,BS_IV - Ask,BS_IV AskEdge,BS_IV - Bid,BS_IV BidEdge,RV20 Used,BS_RV20,BS_RV20 - Mid,BS_RV20 MidEdge,BS_RV20 - Ask,BS_RV20 AskEdge,BS_RV20 - Bid,BS_RV20 BidEdge,RV60 Used,BS_RV60,BS_RV60 - Mid,BS_RV60 MidEdge,BS_RV60 - Ask,BS_RV60 AskEdge,BS_RV60 - Bid,BS_RV60 BidEdge,RV252 Used,BS_RV252,BS_RV252 - Mid,BS_RV252 MidEdge,BS_RV252 - Ask,BS_RV252 AskEdge,BS_RV252 - Bid,BS_RV252 BidEdge,ForeV Used,BS_ForeV,BS_ForeV - Mid,BS_ForeV MidEdge,BS_ForeV - Ask,BS_ForeV AskEdge,BS_ForeV - Bid,BS_ForeV BidEdge,IV_Bid,IV_Mid,IV_Ask,IV Bid-Ask Spread,IV Mid - Yahoo IV,IV Order Valid,BS_From_IV_Mid,IV_Repricing_Error,IV_Repricing_Valid,Greek Volatility,Greek Volatility Source,Delta,Gamma,Vega,Theta,Rho,Greek Signs Valid,Greek Sign Issue,Parity Error,Absolute Parity Error,Parity Valid,Ticker,Option_Type,Calendar DTE,Trading DTE,Forecast Horizon,Horizon Difference,Horizon Aligned,Time to Expiry,Risk-Free Rate,Dividend Yield,Forward Price,Forward Moneyness,Volatility Spread,Moneyness,SpreadPct,Maximum Buy Price,Ask Below Maximum,Intrinsic Value,Lower Price Bound,Upper Price Bound,Break-Even Price,Time Value,Distance Above Lower Bound,Distance Below Upper Bound,Pricing Bounds Valid,Quote Age Days,Quote Valid,Quote Issue,Recommendation Eligible,Initial Recommended Action,Option_Table
AAPL260918C00050000,50.0,257.15,261.0,254.65,2026-07-31 13:54:56+00:00,1.998046884765625,1.0,27.0,308.9100036621094,2026-09-18,259.075,1.998046884765625,245.71146825152022,-13.363531748479772,-0.05158171088866071,-15.288531748479784,-0.05857674999417542,-11.438531748479761,-0.04448194341232651,0.36744528628607714,245.5378154707367,-13.5371845292633,-0.052251990849226285,-15.462184529263311,-0.05924208631901652,-11.612184529263288,-0.04515724102377324,0.32007651833052775,245.5378154707367,-13.5371845292633,-0.052251990849226285,-15.462184529263311,-0.05924208631901652,-11.612184529263288,-0.04515724102377324,0.25905657111042657,245.5378154707367,-13.5371845292633,-0.052251990849226285,-15.462184529263311,-0.05924208631901652,-11.612184529263288,-0.04515724102377324,0.26227175804921343,245.5378154707367,-13.5371845292633,-0.052251990849226285,-15.462184529263311,-0.05924208631901652,-11.612184529263288,-0.04515724102377324,4.616062680184756,4.891422844342225,,,2.8933759595766,False,259.07499121813294,-8.78186705222106e-06,True,4.891422844342225,Calculated Mid IV,0.9279864135377262,0.00011741129083690511,0.07056900742250913,-0.09516675752428193,0.0355259417466057,True,,0.0,0.0,True,AAPL,Calls,47,34,32,2,True,0.12876712328767123,0.0375,0.35,296.72632761641654,0.1685054386701941,-1.7357751267164114,0.1618594393423749,0.014860561613432492,233.84553854355875,False,258.9100036621094,245.5378154707367,295.2969591022328,311.0,0.16499633789061363,13.5371845292633,36.2219591022328,True,2,True,,True,Do Not Buy,AAPL Calls
AAPL260918C00055000,55.0,252.3,256.1,259.24,2026-07-06 15:44:35+00:00,2.0273486816406248,1.0,40.0,308.9100036621094,2026-09-18,254.20000000000002,2.0273486816406248,240.86729930353204,-13.332700696467981,-0.05244964868791495,-15.232700696467987,-0.05947950291475199,-11.432700696467975,-0.04531391476998801,0.36744528628607714,240.5619011075871,-13.638098892412927,-0.05365105779863464,-15.538098892412933,-0.06067199879895717,-11.738098892412921,-0.04652437135320222,0.32007651833052775,240.5619011075871,-13.638098892412927,-0.05365105779863464,-15.538098892412933,-0.06067199879895717,-11.738098892412921,-0.04652437135320222,0.25905657111042657,240.5619011075871,-13.638098892412927,-0.05365105779863464,-15.538098892412933,-0.06067199879895717,-11.738098892412921,-0.04652437135320222,0.26227175804921343,240.5619011075871,-13.638098892412927,-0.05365105779863464,-15.538098892412933,-0.06067199879895717,-11.738098892412921,-0.04652437135320222,4.361919576984618,4.611713071053057,4.856772185990237,0.4948526090056191,2.584364389412432,True,254.2000000700404,7.004038593549922e-08,True,4.611713071053057,Calculated Mid IV,0.9249108617770914,0.00013577521635080238,0.07693991832799321,-0.10673844482006062,0.04057995146702313,True,,0.0,0.0,True,AAPL,Calls,47,34,32,2,True,0.12876712328767123,0.0375,0.35,296.72632761641654,0.18535598253721353,-1.7650769235914114,0.1780453832766124,0.01494885916601106,229.10657248341627,False,253.91000366210938,240.5619011075871,295.2969591022328,311.1,0.28999633789064205,13.638098892412927,41.09695910223277,True,27,True,,True,Do Not Buy,AAPL Calls
AAPL260918C00060000,60.0,247.35,251.0,232.92,2026-07-01 14:26:11+00:00,1.9042973535156251,2.0,2.0,308.9100036621094,2026-09-18,249.175,1.9042973535156251,235.86820589354767,-13.306794106452344,-0.05340340767112408,-15.131794106452332,-0.06028603229662284,-11.481794106452327,-0.04641922015950001,0.36744528628607714,235.58598674443746,-13.589013255562548,-0.054536021894502046,-15.414013255562537,-0.061410411376743176,-11.764013255562531,-0.04756019104735206,0.32007651833052775,235.58598674443746,-13.589013255562548,-0.054536021894502046,-15.414013255562537,-0.061410411376743176,-11.764013255562531,-0.04756019104735206,0.25905657111042657,235.58598674443746,-13.589013255562548,-0.054536021894502046,-15.414013255562537,-0.061410411376743176,-11.764013255562531,-0.04756019104735206,0.26227175804921343,235.58598674443746,-13.589013255562548,-0.054536021894502046,-15.414013255562537,-0.061410411376743176,-11.764013255562531,-0.04756019104735206,4.125194811258168,4.348040220795965,4.565918203003659,0.44072339174549136,2.4437428672803394,True,249.17500323661397,3.2366139635087166e-06,True,4.348040220795965,Calculated Mid IV,0.921932087423902,0.00015528800006930554,0.08296604510592959,-0.11433495032905006,0.045865614780515776,True,,0.0,0.0,True,AAPL,Calls,47,34,32,2,True,0.12876712328767123,0.0375,0.35,296.72632761641654,0.20220652640423292,-1.6420255954664116,0.19423132721084987,0.0146483395204174,224.36760642327377,False,248.91000366210938,235.58598674443746,295.2969591022328,311.0,0.26499633789063637,13.589013255562548,46.12195910223278,True,32,True,,True,Do Not Buy,AAPL Calls
AAPL260918C00065000,65.0,191.15,193.95,164.78,2025-08-25 18:54:43+00:00,,1.0,1.0,308.9100036621094,2026-09-18,192.55,,,,,,,,,0.36744528628607714,230.61007238128786,38.06007238128785,0.19766332059874242,36.660072381287875,0.18901816128532034,39.46007238128786,0.2064351157796906,0.32007651833052775,230.61007238128786,38.06007238128785,0.19766332059874242,36.660072381287875,0.18901816128532034,39.46007238128786,0.2064351157796906,0.25905657111042657,230.61007238128786,38.06007238128785,0.19766332059874242,36.660072381287875,0.18901816128532034,39.46007238128786,0.2064351157796906,0.26227175804921343,230.61007238128786,38.06007238128785,0.19766332059874242,36.660072381287875,0.18901816128532034,39.46007238128786,0.2064351157796906,,,,,,False,,,False,0.26227175804921343,Forecast RV,0.9559320047959122,1.8356481278460497e-59,5.9157512178277535e-58,0.27651555461300287,0.08329544317491538,True,,0.0,0.0,True,AAPL,Calls,47,34,32,2,True,0.12876712328767123,0.0375,0.35,296.72632761641654,0.21905707027125235,,0.21041727114508738,0.014541677486367088,219.6286403631313,True,243.91000366210938,230.61007238128786,295.2969591022328,258.95,-51.360003662109364,-38.06007238128785,102.74695910223278,False,342,False,Outside pricing bounds,False,Invalid Quote,AAPL Calls
AAPL260918C00070000,70.0,237.4,241.15,245.0,2026-07-07 13:30:27+00:00,1.8007822460937497,1.0,3.0,308.9100036621094,2026-09-18,239.275,1.8007822460937497,226.02689071692498,-13.248109283075024,-0.05536771197607365,-15.123109283075024,-0.06271245815083983,-11.373109283075024,-0.04790694727495798,0.36744528628607714,225.63415801813824,-13.640841981861769,-0.05700905644911407,-15.515841981861769,-0.06434104077073095,-11.765841981861769,-0.049561255188971226,0.32007651833052775,225.63415801813824,-13.640841981861769,-0.05700905644911407,-15.515841981861769,-0.06434104077073095,-11.765841981861769,-0.049561255188971226,0.25905657111042657,225.63415801813824,-13.640841981861769,-0.05700905644911407,-15.515841981861769,-0.06434104077073095,-11.765841981861769,-0.049561255188971226,0.26227175804921343,225.63415801813824,-13.640841981861769,-0.05700905644911407,-15.515841981861769,-0.06434104077073095,-11.765841981861769,-0.049561255188971226,3.717524991497978,3.918869460949551,4.114537938865031,0.3970129473670534,2.118087214855801,True,239.2749997990509,-2.0094910269108368e-07,True,3.918869460949551,Calculated Mid IV,0.9159760457482431,0.00019651553671013166,0.09462951793885174,-0.12767308769886404,0.056244402762461274,True,,0.0,0.0,True,AAPL,Calls,47,34,32,2,True,0.12876712328767123,0.0375,0.35,296.72632761641654,0.23590761413827174,-1.5385104880445364,0.22660321507932485,0.015672343537770347,214.8896743029888,False,238.91000366210938,225.63415801813824,295.2969591022328,311.15,0.3649963378906307,13.640841981861769,56.021959102232785,True,26,True,,True,Do Not Buy,AAPL Calls
AAPL260918C00075000,75.0,222.2,225.9,219.18,2026-05-12 14:03:54+00:00,,1.0,81.0,308.9100036621094,2026-09-18,224.05,,,,,,,,,0.36744528628607714,220.65824365498864,-3.3917563450113732,-0.01513839029239622,-5.241756345011368,-0.02320387934931991,-1.5417563450113505,-0.0069385974122923065,0.32007651833052775,220.65824365498864,-3.3917563450113732,-0.01513839029239622,-5.241756345011368,-0.02320387934931991,-1.5417563450113505,-0.0069385974122923065,0.25905657111042657,220.65824365498864,-3.3917563450113732,-0.01513839029239622,-5.241756345011368,-0.02320387934931991,-1.5417563450113505,-0.0069385974122923065,0.26227175804921343,220.65824365498864,-3.3917563450113732,-0.01513839029239622,-5.241756345011368,-0.02320387934931991,-1.5417563450113505,-0.0069385974122923065,2.1318307450425,2.504779959550365,2.7836716666814714,0.6518409216389713,,True,224.04999812079828,-1.8792017328905786e-06,True,2.504779959550365,Calculated Mid IV,0.933107350179625,0.0001936033464128221,0.05958698046319437,0.1110259458054793,0.08266359593138489,True,,0.0,0.0,True,AAPL,Calls,47,34,32,2,True,0.12876712328767123,0.0375,0.35,296.72632761641654,0.25275815800529117,,0.24278915901356235,0.016514170943985794,210.15070824284632,False,233.91000366210938,220.65824365498864,295.2969591022328,300.9,-9.860003662109364,3.3917563450113732,71.24695910223278,True,82,True,,True,Do Not Buy,AAPL Calls
AAPL260918C00080000,80.0,,,231.73,2026-05-27 18:29:55+00:00,,1.0,0.0,308.9100036621094,2026-09-18,,,,,,,,,,0.36744528628607714,215.68232929183904,,,,,,,0.32007651833052775,215.68232929183904,,,,,,,0.25905657111042657,215.68232929183904,,,,,,,0.26227175804921343,215.68232929183904,,,,,,,,,,,,False,,,False,0.26227175804921343,Forecast RV,0.9559320047959122,5.1381330832526213e-45,1.6558683869483936e-43,0.27498188237778554,0.10251746852297279,True,,0.0,0.0,True,AAPL,Calls,47,34,32,2,True,0.12876712328767123,0.0375,0.35,296.72632761641654,0.26960870187231056,,0.25897510294779985,,205.41174218270385,False,228.91000366210938,215.68232929183904,295.2969591022328,,,,,False,67,False,Missing bid or ask,False,No Data,AAPL Calls
AAPL260918C00085000,85.0,,,192.23,2026-02-11 20:23:39+00:00,,1.0,0.0,308.9100036621094,2026-09-18,,,,,,,,,,0.36744528628607714,210.7064149286894,,,,,,,0.32007651833052775,210.7064149286894,,,,,,,0.25905657111042657,210.7064149286894,,,,,,,0.26227175804921343,210.7064149286894,,,,,,,,,,,,False,,,False,0.26227175804921343,Forecast RV,0.9559320047959122,3.3900098676770594e-41,1.0924999567695236e-39,0.2744706582993797,0.10892481030565859,True,,0.0,0.0,True,AAPL,Calls,47,34,32,2,True,0.12876712328767123,0.0375,0.35,296.72632761641654,0.28645924573932996,,0.27516104688203735,,200.67277612256134,False,223.91000366210938,210.7064149286894,295.2969591022328,,,,,False,172,False,Missing bid or ask,False,No Data,AAPL Calls
AAPL260918C00090000,90.0,217.5,221.05,225.93,2026-07-14 19:18:55+00:00,1.5048852880859376,1.0,22.0,308.9100036621094,2026-09-18,219.275,1.5048852880859376,206.13647435995205,-13.138525640047959,-0.05991802822961103,-14.913525640047965,-0.0674667524996515,-11.363525640047953,-0.0522460948967722,0.36744528628607714,205.7305005655398,-13.544499434460192,-0.06176946498442683,-15.319499434460198,-0.069303322481159,-11.769499434460187,-0.05411264107797787,0.32007651833052775,205.7305005655398,-13.544499434460192,-0.06176946498442683,-15.319499434460198,-0.069303322481159,-11.769499434460187,-0.05411264107797787,0.25905657111042657,205.7305005655398,-13.544499434460192,-0.06176946498442683,-15.319499434460198,-0.069303322481159,-11.769499434460187,-0.05411264107797787,0.26227175804921343,205.7305005655398,-13.544499434460192,-0.06176946498442683,-15.319499434460198,-0.069303322481159,-11.769499434460187,-0.05411264107797787,3.0919624001990504,3.2473592239315083,3.397631126311179,0.3056687261121285,1.7424739358455708,True,219.27501173878855,1.1738788543880219e-05,True,3.2473592239315083,Calculated Mid IV,0.9042255003140373,0.0002915418996926774,0.11633228299432374,-0.14021009007515567,0.07732374441385996,True,,0.0,0.0,True,AAPL,Calls,47,34,32,2,True,0.12876712328767123,0.0375,0.35,296.72632761641654,0.3033097896063494,-1.2426135300367243,0.2913469908162748,0.0161897161099077,195.93381006241887,False,218.91000366210938,205.7305005655398,295.2969591022328,311.05,0.3649963378906307,13.544499434460192,76.02195910223278,True,19,True,,True,Do Not Buy,AAPL Calls
AAPL260918C00095000,95.0,,,161.7,2026-04-02 14:57:40+00:00,,2.0,0.0,308.9100036621094,2026-09-18,,,,,,,,,,0.36744528628607714,200.75458620239021,,,,,,,0.32007651833052775,200.75458620239021,,,,,,,0.25905657111042657,200.75458620239021,,,,,,,0.26227175804921343,200.75458620239021,,,,,,,,,,,,False,,,False,0.26227175804921343,Forecast RV,0.9559320047959122,1.1719214839161879e-34,3.776756471192898e-33,0.27344821014256815,0.12173949387103018,True,,0.0,0.0,True,AAPL,Calls,47,34,32,2,True,0.12876712328767123,0.0375,0.35,296.72632761641654,0.3201603334733688,,0.3075329347505123,,191.1948440022764,False,213.91000366210938,200.75458620239021,295.2969591022328,,,,,False,122,False,Missing bid or ask,False,No Data,AAPL Calls
